Location Code,Real Property Asset Name,Installation Name,Owned or Leased,GSA Region,Street Address,City,State,Zip Code,Latitude,Longitude,Building Rentable Square Feet,Available Square Feet,Construction Date,Congressional District,Congressional District Representative Name,Building Status,Real Property Asset Type
TX1724,ONE CAMINO CENTER,N/A,LEASED,7,17629 EL CAMINO REAL,HOUSTON,TX,77058,29.54883,-95.107911,7098,,,4836,BRIAN BABIN,ACTIVE,BUILDING
TX1752,LANDS-DOWNE PLAZA,N/A,LEASED,7,4550 JIMMY JOHNSON BLVD,PORT ARTHUR,TX,77642,29.95219,-93.967861,4700,,,4814,RANDY K. WEBER SR.,ACTIVE,BUILDING
TX1782,USBS HIDALGO ADMINISTRATION BUILDING,USBS HIDALGO,LEASED,7,INTERNATIONAL LOOP,HIDALGO,TX,78557,26.1006882,-98.266464,98611,,,4815,MONICA DE LA CRUZ,ACTIVE,BUILDING
TX1795,8208 - 9TH AVENUE,N/A,LEASED,7,8208 9TH AVE,PORT ARTHUR,TX,77642,29.94972,-93.980771,8727,,,4814,RANDY K. WEBER SR.,ACTIVE,BUILDING
TX1815,9990 RICHMOND BUILDING,N/A,LEASED,7,9990 RICHMOND AVE,HOUSTON,TX,77042,29.72968,-95.548151,15702,,,4807,LIZZIE FLETCHER,ACTIVE,BUILDING
TX1859,ABRAMS CENTRE,N/A,LEASED,7,9330 LBJ FWY,DALLAS,TX,75243,32.91224,-96.739091,2077,,,4832,JULIE JOHNSON,ACTIVE,BUILDING
TX1861,ATRIUM 8876 BLDG,N/A,LEASED,7,8876 GULF FWY SOUTHEAST OFFICE,HOUSTON,TX,77017,29.66165,-95.259221,23539,,,4809,AL GREEN,ACTIVE,BUILDING
TX1865,602 SAWYER BLDG.,N/A,LEASED,7,602 SAWYER ST,HOUSTON,TX,77007,29.76468,-95.380921,25735,,,4818,CHRISTIAN D. MENEFEE,ACTIVE,BUILDING
TX1871,TYLER NATL BANK BLDG,N/A,LEASED,7,3301 GOLDEN RD,TYLER,TX,75701,32.31406,-95.276751,8652,,,4801,NATHANIEL MORAN,ACTIVE,BUILDING
TX1881,FROST BANK PLAZA,N/A,LEASED,7,802 N CARANCAHUA ST,CORPUS CHRISTI,TX,78401,27.797643,-97.396871,4331,,,4827,MICHAEL CLOUD,ACTIVE,BUILDING
TX1890,2202 ROOSEVELT,N/A,LEASED,7,2202 ROOSEVELT,SAN ANTONIO,TX,78210,29.3815796,-98.482702,14478,,,4828,HENRY CUELLAR,ACTIVE,BUILDING
TX1892,PLAZA TOWER TX1892,N/A,LEASED,7,110 N COLLEGE AVE,TYLER,TX,75702,32.3516338,-95.301652,54214,,,4801,NATHANIEL MORAN,ACTIVE,BUILDING
TX1894,NATIONAL HEALTH BLDG,N/A,LEASED,7,1901 SH 360,GRAND PRAIRIE,TX,75050,32.7794847,-97.061611,30005,,,4833,MARC A. VEASEY,ACTIVE,BUILDING
TX1908,SUNRISE PLAZA OFC BD,N/A,LEASED,7,1100 FM-802,BROWNSVILLE,TX,78521,25.948566,-97.501532,8685,,,4834,VICENTE GONZALEZ,ACTIVE,BUILDING
TX1909,1445 N LOOP WEST,N/A,LEASED,7,1445 NORTH LOOP W,HOUSTON,TX,77008,29.81155,-95.426091,8563,,,4818,CHRISTIAN D. MENEFEE,ACTIVE,BUILDING
TX1918,PIONEER BUILDING TX1918,N/A,LEASED,7,4050 RIO BRAVO ST,EL PASO,TX,79902,31.79376,-106.51732,2267,,,4816,VERONICA ESCOBAR,ACTIVE,BUILDING
TX1921,BURNETT PLAZA,N/A,LEASED,7,801 CHERRY ST,FORT WORTH,TX,76102,32.75045,-97.334551,85509,5133,,4812,CRAIG A. GOLDMAN,ACTIVE,BUILDING
TX1929,LEGACY OAKS,N/A,LEASED,7,5410 FREDERICKSBURG RD,SAN ANTONIO,TX,78229,29.5065,-98.562744,16005,,,4820,JOAQUIN CASTRO,ACTIVE,BUILDING
TX1931,BENTSEN TOWER,N/A,LEASED,7,1701 W US HIGHWAY 83,MCALLEN,TX,78501,26.20445,-98.238251,162219,,,4815,MONICA DE LA CRUZ,ACTIVE,BUILDING
TX1935,DAVID A LAKE GRAND,N/A,LEASED,7,6101 S BROADWAY,TYLER,TX,75703,32.2840578,-95.304381,3704,,,4801,NATHANIEL MORAN,ACTIVE,BUILDING
TX1936,NCNB TEXAS NAT'L BNK,N/A,LEASED,7,2615 CALDER ST,BEAUMONT,TX,77702,30.08507,-94.127801,21254,156.78,,4836,BRIAN BABIN,ACTIVE,BUILDING
TX1951,LYRIC OFFICE CENTRE,N/A,LEASED,7,440 LOUISIANA ST,HOUSTON,TX,77002,29.762937,-95.364653,13812,,,4818,CHRISTIAN D. MENEFEE,ACTIVE,BUILDING
TX1962,SOUTH PARK BLDG. G,N/A,LEASED,7,1821 DIRECTORS BLVD,AUSTIN,TX,78744,30.21223,-97.749191,206418,,,4835,GREG CASAR,ACTIVE,BUILDING
TX1963,ONE GRAND CENTER,N/A,LEASED,7,1800 TEAGUE DR,SHERMAN,TX,75090,33.65677,-96.600201,2184,,,4804,PAT FALLON,ACTIVE,BUILDING
TX1968,FIRST INTERSTATE BNK,N/A,LEASED,7,660 N CENTRAL EXPY,PLANO,TX,75074,33.0075195,-96.70725,14657,,,4832,JULIE JOHNSON,ACTIVE,BUILDING
TX1977,8000 CENTRE PARK,N/A,LEASED,7,8000 CENTRE PARK DR,AUSTIN,TX,78754,30.33365,-97.678791,2558,,,4837,LLOYD DOGGETT,ACTIVE,BUILDING
TX1988,MESA ONE BUILDING,N/A,LEASED,7,4849 N MESA ST,EL PASO,TX,79912,31.80737,-106.51024,15517,11874.04,,4816,VERONICA ESCOBAR,ACTIVE,BUILDING
TX1991,M BANK BUILDING,N/A,LEASED,7,500 N SHORELINE BLVD,CORPUS CHRISTI,TX,78401,27.796509,-97.391948,24088,,,4827,MICHAEL CLOUD,ACTIVE,BUILDING
TX2007,EXECUTIVE PLAZA TX2007,N/A,LEASED,7,6801 SANGER AVE,WACO,TX,76710,31.51995,-97.200601,20873,,,4817,PETE SESSIONS,ACTIVE,BUILDING
TX2009,8101 STEMMONS,N/A,LEASED,7,8101 N STEMMONS FWY,DALLAS,TX,75247,32.823585,-96.87213,56813,,,4833,MARC A. VEASEY,ACTIVE,BUILDING
TX2019,NORTHCHASE I BLDG.,N/A,LEASED,7,10127 MOROCCO ST,SAN ANTONIO,TX,78216,29.5352,-98.492831,9957,,,4821,CHIP ROY,ACTIVE,BUILDING
TX2025,NORTH STAR II BLDG.,N/A,LEASED,7,8713 AIRPORT FWY,NORTH RICHLAND HILLS,TX,76180,32.8377208,-97.194214,5927,,,4824,BETH VAN DUYNE,ACTIVE,BUILDING
TX2038,IRS SW SERVICE CENTER,N/A,OWNED,7,3651 S I-35,AUSTIN,TX,78741,30.21939,-97.747541,486003.34,,3012,4835,GREG CASAR,ACTIVE,BUILDING
TX2052,SENTRY III,N/A,LEASED,7,5214 68TH ST,LUBBOCK,TX,79424,33.53363,-101.92608,14328,,,4819,JODEY C. ARRINGTON,ACTIVE,BUILDING
TX2064,HEARTLAND MALL,N/A,LEASED,7,300 EARLY BLVD,EARLY,TX,76802,31.735425,-98.962793,5830,,,4811,AUGUST PFLUGER,ACTIVE,BUILDING
TX2074,GALAXY CENTER,N/A,LEASED,7,4309 OLD JACKSBORO HWY,WICHITA FALLS,TX,76302,33.868647,-98.492589,3950,,,4813,RONNY JACKSON,ACTIVE,BUILDING
TX2078,MIDWAY ATRIUMS,N/A,LEASED,7,14285 MIDWAY RD,ADDISON,TX,75001,32.944176,-96.841373,8905,,,4824,BETH VAN DUYNE,ACTIVE,BUILDING
TX2081,CAPITAL OF TEXAS PLAZA,N/A,LEASED,7,9009 MOUNTAIN RIDGE DR,AUSTIN,TX,78759,30.38693,-97.753341,20288,,,4837,LLOYD DOGGETT,ACTIVE,BUILDING
TX2095,4747 BELLAIRE BLDG.,N/A,LEASED,7,4747 BELLAIRE BLVD,BELLAIRE,TX,77401,29.70527,-95.461821,21063,,,4807,LIZZIE FLETCHER,ACTIVE,BUILDING
TX2096,ONE AMERICAN CENTER,N/A,LEASED,7,909 E SOUTHEAST LOOP 323,TYLER,TX,75701,32.3028,-95.291691,17018,,,4801,NATHANIEL MORAN,ACTIVE,BUILDING
TX2098,DEL RIO COURTHOUSE,N/A,LEASED,7,111 E BROADWAY ST,DEL RIO,TX,78840,29.3618083,-100.89884,89880,,,4823,,ACTIVE,BUILDING
TX2099,SOUTHPARK BLDG K,N/A,LEASED,7,4175 FREIDRICH LN,AUSTIN,TX,78744,30.21258,-97.747411,25085,,,4835,GREG CASAR,ACTIVE,BUILDING
TX2102,BEBCO INDUSTRIES,N/A,LEASED,7,600 GULF FWY,TEXAS CITY,TX,77591,29.388555,-95.017716,9884,,,4814,RANDY K. WEBER SR.,ACTIVE,BUILDING
TX2103,FOUNTAINHEAD I,N/A,LEASED,7,8200 W INTERSTATE 10,SAN ANTONIO,TX,78230,29.5157937,-98.554242,23071,,,4820,JOAQUIN CASTRO,ACTIVE,BUILDING
TX2109,WALNUT HILL CENTER,N/A,LEASED,7,1303 W WALNUT HILL LN,IRVING,TX,75038,32.8855501,-96.9688035,4054,2510.22,,4833,MARC A. VEASEY,ACTIVE,BUILDING
TX2115,NORTHWEST CENTER,N/A,LEASED,7,7550 W INTERSTATE 10,SAN ANTONIO,TX,78229,29.504025,-98.552039,56193,4657.5,,4820,JOAQUIN CASTRO,ACTIVE,BUILDING
TX2125,WALKER PLAZA TX2125,N/A,LEASED,7,5810 SAN BERNARDO AVE,LAREDO,TX,78041,27.55638,-99.505161,38037,5068.05,,4828,HENRY CUELLAR,ACTIVE,BUILDING
TX2128,UNION BOWER BUSINESS PARK,N/A,LEASED,7,200 UNION BOWER CT,IRVING,TX,75061,32.82583,-96.906151,7992,,,4806,JAKE ELLZEY,ACTIVE,BUILDING
TX2140,FALCON INTERNATION BANK BLDG,N/A,LEASED,7,5219 MCPHERSON RD,LAREDO,TX,78041,27.54423,-99.482111,4181,,,4828,HENRY CUELLAR,ACTIVE,BUILDING
TX2148,DINERO PLAZA,N/A,LEASED,7,1004 N BIG SPRING ST,MIDLAND,TX,79701,32.00709,-102.07818,17307,,,4811,AUGUST PFLUGER,ACTIVE,BUILDING
TX2150,WAREHOUSE TX2150,N/A,LEASED,7,1720 MYRTLE AVE,EL PASO,TX,79901,31.76818,-106.47038,6000,,,4816,VERONICA ESCOBAR,ACTIVE,BUILDING
TX2155,EL PASO INS DISTRICT OFFICE,N/A,LEASED,7,1545 HAWKINS BLVD,EL PASO,TX,79925,31.79172,-106.37243,40934,,,4816,VERONICA ESCOBAR,ACTIVE,BUILDING
TX2158,PYRAMID OF SAN ANTONIO,N/A,LEASED,7,601 NW LOOP 410,SAN ANTONIO,TX,78216,29.5209846,-98.503156,103826,,,4821,CHIP ROY,ACTIVE,BUILDING
TX2159,WELLS FARGO PLAZA TX2159,N/A,LEASED,7,3000 BRIARCREST DR,BRYAN,TX,77802,30.66081,-96.328601,14082,,,4810,MICHAEL T. MCCAUL,ACTIVE,BUILDING
TX2160,CAMINO CENTER II,N/A,LEASED,7,17625 EL CAMINO REAL,HOUSTON,TX,77058,29.54965,-95.108871,7076,,,4836,BRIAN BABIN,ACTIVE,BUILDING
TX2179,REPUBLIC BUILDING TX2179,N/A,LEASED,7,415 S 1ST ST,LUFKIN,TX,75901,31.33539,-94.729541,9309,,,4817,PETE SESSIONS,ACTIVE,BUILDING
TX2181,AMARILLO NATIONAL,N/A,LEASED,7,500 S TAYLOR ST,AMARILLO,TX,79101,35.2081,-101.8363,18799,,,4813,RONNY JACKSON,ACTIVE,BUILDING
TX2184,GREENBRIAR PARK III,N/A,LEASED,7,650 N SAM HOUSTON PKWY E,HOUSTON,TX,77060,29.93769,-95.38934,4963,555.73,,4829,SYLVIA R. GARCIA,ACTIVE,BUILDING
TX2189,7250 WYNNWOOD,N/A,LEASED,7,7250 WYNNWOOD LN,HOUSTON,TX,77008,29.793663,-95.447408,23077,,,4807,LIZZIE FLETCHER,ACTIVE,BUILDING
TX2197,INDEPENDENCE PLAZA,N/A,LEASED,7,400 W ILLINOIS AVE,MIDLAND,TX,79701,31.99987,-102.07848,8355,,,4811,AUGUST PFLUGER,ACTIVE,BUILDING
TX2199,7141 OFFICE CITY,N/A,LEASED,7,7141 OFFICE CITY DR,HOUSTON,TX,77087,29.7014,-95.291111,17852,,,4829,SYLVIA R. GARCIA,ACTIVE,BUILDING
TX2201,THE BELLEVUE,N/A,LEASED,7,2323 S SHEPHERD DR,HOUSTON,TX,77019,29.745396,-95.410296,40501,,,4838,WESLEY HUNT,ACTIVE,BUILDING
TX2207,803 FIGHTING BUCK,N/A,LEASED,7,803 FIGHTING BUCK AVE,ALPINE,TX,79830,30.364996,-103.66085,6336,,,4823,,ACTIVE,BUILDING
TX2211,EXECUTIVE PLAZA TX2211,N/A,LEASED,7,602 N BAIRD ST,MIDLAND,TX,79701,32.00357,-102.07297,2826,,,4811,AUGUST PFLUGER,ACTIVE,BUILDING
TX2215,LINCOLN CENTER TX2215,N/A,LEASED,7,7800 W I-10,SAN ANTONIO,TX,78230,29.5088137,-98.552079,63933,,,4820,JOAQUIN CASTRO,ACTIVE,BUILDING
TX2216,TANGLEWOOD BUSINESS CENTER,N/A,LEASED,7,1700 S SOUTHEAST LOOP 323,TYLER,TX,75701,32.330745,-95.264888,5735,,,4801,NATHANIEL MORAN,ACTIVE,BUILDING
TX2220,ECHELON II,N/A,LEASED,7,9430 RESEARCH BLVD,AUSTIN,TX,78759,30.38519,-97.743561,3635,,,4837,LLOYD DOGGETT,ACTIVE,BUILDING
TX2224,IBM BUILDING TX2224,N/A,LEASED,7,7201 W INTERSTATE 40,AMARILLO,TX,79106,35.185095,-101.9182,15501,,,4813,RONNY JACKSON,ACTIVE,BUILDING
TX2225,SOUTHPARK BLDG J,N/A,LEASED,7,2191 WOODWARD ST,AUSTIN,TX,78744,30.211758,-97.746656,38898,,,4835,GREG CASAR,ACTIVE,BUILDING
TX2226,"LUCIUS D. BUNTON, III UNITED STATES COURTHOUSE",N/A,LEASED,7,410 S CEDAR ST,PECOS,TX,79772,31.4247023,-103.4930598,36001,1936.6,,4823,,ACTIVE,BUILDING
TX2230,PALACIOUS CERDA BLDG,N/A,LEASED,7,220 W HILLSIDE RD,LAREDO,TX,78041,27.547623,-99.493911,2645,,,4828,HENRY CUELLAR,ACTIVE,BUILDING
TX2233,HARWOOD CENTER,N/A,LEASED,7,1999 BRYAN ST,DALLAS,TX,75201,32.78472,-96.797051,63780,3087.82,,4830,JASMINE CROCKETT,ACTIVE,BUILDING
TX2239,SAN MARCOS PLACE,N/A,LEASED,7,900 BUGG LN,SAN MARCOS,TX,78666,29.88047,-97.920761,5560,,,4835,GREG CASAR,ACTIVE,BUILDING
TX2249,POST OAK CENTER,N/A,LEASED,7,1433 WEST LOOP S,HOUSTON,TX,77027,29.75343,-95.454671,132995,,,4838,WESLEY HUNT,ACTIVE,BUILDING
TX2252,ONE VETERANS PLAZA,N/A,LEASED,7,701 CLAY AVE,WACO,TX,76706,31.55157,-97.129274,138608,,,4817,PETE SESSIONS,ACTIVE,BUILDING
TX2263,2305 HUDSON BLVD.,N/A,LEASED,7,2305 HUDSON BLVD,BROWNSVILLE,TX,78526,25.94835,-97.48238,10850,,,4834,VICENTE GONZALEZ,ACTIVE,BUILDING
TX2271,CHASE BANK BUILDING TX2271,N/A,LEASED,7,200 N TRAVIS ST,SHERMAN,TX,75090,33.638193,-96.610131,27005,4870.8,,4804,PAT FALLON,ACTIVE,BUILDING
TX2275,NORTH BELT INTERCONTINENTAL BUSINESS PARK,N/A,LEASED,7,2350 N SAM HOUSTON PKWY E,HOUSTON,TX,77032,29.9387327,-95.3509,31734,,,4829,SYLVIA R. GARCIA,ACTIVE,BUILDING
TX2280,NORTH POINT PLAZA,N/A,LEASED,7,126 NORTHPOINT DR,HOUSTON,TX,77060,29.93756,-95.406381,113545,,,4829,SYLVIA R. GARCIA,ACTIVE,BUILDING
TX2282,EL PASO FEDERAL JUSTICE CENTER,N/A,LEASED,7,660 S MESA HILLS DR,EL PASO,TX,79912,31.81518,-106.53689,175183,4277.16,,4816,VERONICA ESCOBAR,ACTIVE,BUILDING
TX2285,ONE SHORELINE PLAZA,N/A,LEASED,7,800 N SHORELINE BLVD,CORPUS CHRISTI,TX,78401,27.7985803,-97.391322,24498,,,4827,MICHAEL CLOUD,ACTIVE,BUILDING
TX2291,EMPLOYERS CASU BLDG,N/A,LEASED,7,1301 YOUNG ST,DALLAS,TX,75202,32.777532,-96.799469,236735,,,4830,JASMINE CROCKETT,ACTIVE,BUILDING
TX2292,RUNDBERG SQUARE,N/A,LEASED,7,825 E RUNDBERG LN,AUSTIN,TX,78753,30.35667,-97.687041,8781,,,4837,LLOYD DOGGETT,ACTIVE,BUILDING
TX2298,WELLS FARGO,N/A,LEASED,7,12941 I45 NORTH,HOUSTON,TX,77060,29.9348909,-95.396273,21708,,,4829,SYLVIA R. GARCIA,ACTIVE,BUILDING
TX2313,INDIAN CREEK BLDG,N/A,LEASED,7,1005 INDIAN CREEK DR,BROWNWOOD,TX,76801,31.68333,-98.959491,5500,,,4811,AUGUST PFLUGER,ACTIVE,BUILDING
TX2315,1709 ZOY STREET,N/A,LEASED,7,1709 ZOY STREET,HARLINGEN,TX,78552,26.1939727,-97.777655,19165,,,4834,VICENTE GONZALEZ,ACTIVE,BUILDING
TX2322,DIBILDOX BLDG,N/A,LEASED,7,9001 SAN DARIO AVE,LAREDO,TX,78045,27.58761,-99.495761,22611,,,4828,HENRY CUELLAR,ACTIVE,BUILDING
TX2325,NORTHWEST BUSINESS PARK,N/A,LEASED,7,5200 MITCHELLDALE #D-4,HOUSTON,TX,77092,29.8134732,-95.467353,6667,,,4818,CHRISTIAN D. MENEFEE,ACTIVE,BUILDING
TX2339,3004 N MCCOLL STREET,N/A,LEASED,7,3004 N MCCOLL RD,MCALLEN,TX,78501,26.2283,-98.207101,20201,,,4815,MONICA DE LA CRUZ,ACTIVE,BUILDING
TX2341,FIRST FINANCIAL BANK NATIONAL,N/A,LEASED,7,3471 KNICKERBOCKER RD,SAN ANGELO,TX,76904,31.42007,-100.46933,1740,,,4811,AUGUST PFLUGER,ACTIVE,BUILDING
TX2342,11111 GATEWAY WEST,N/A,LEASED,7,11111 GATEWAY WEST,EL PASO,TX,79935,31.7450868,-106.3306,27579,,,4816,VERONICA ESCOBAR,ACTIVE,BUILDING
TX2343,THE ATRIUM AT COLLIN RIDGE,N/A,LEASED,7,500 N CENTRAL EXPY,PLANO,TX,75074,33.006186,-96.7063405,11473,,,4832,JULIE JOHNSON,ACTIVE,BUILDING
TX2345,15431 W VANTAGE PARKWAY,N/A,LEASED,7,15431 W VANTAGE PARKWAY SUITES 200 & 205,HOUSTON,TX,77032,29.9594909,-95.339718,31419,,,4818,CHRISTIAN D. MENEFEE,ACTIVE,BUILDING
TX2348,USBS RIO GRANDE CITY ADMINISTRATION BUILDING,STAR-CAMARGO BRIDGE,LEASED,7,313 PETE DIAZ JR AVE,RIO GRANDE CITY,TX,78582,26.3679606,-98.801648,49660,,,4828,HENRY CUELLAR,ACTIVE,BUILDING
TX2349,BP HARLINGEN HWY 83 STATION,N/A,LEASED,7,3902 S EXPRESSWAY 83,HARLINGEN,TX,78552,26.1639418,-97.688137,53075,,,4834,VICENTE GONZALEZ,ACTIVE,BUILDING
TX2350,3369 U.S. HWY 277,N/A,LEASED,7,3369 N US HIGHWAY 277,EAGLE PASS,TX,78852,28.758258,-100.4936,9052,,,4823,,ACTIVE,BUILDING
TX2356,USBS STANTON ST EL PASO ADMINISTRATION BUILDIING,USBS STANTON ST EL PASO,LEASED,7,1090 S MESA ST,EL PASO,TX,79901,31.74961,-106.48413,8698,,,4816,VERONICA ESCOBAR,ACTIVE,BUILDING
TX2360,BPSH COTULLA STATION,N/A,LEASED,7,3423 I 35 N,COTULLA,TX,78014,28.3957796,-99.259007,19981,,,4823,,ACTIVE,BUILDING
TX2372,SHILOH PLAZA,N/A,LEASED,7,109 SHILOH DR,LAREDO,TX,78045,27.58591,-99.495771,96093,,,4828,HENRY CUELLAR,ACTIVE,BUILDING
TX2378,TRIANGLE TOWER,N/A,LEASED,7,510 N VALLEY MILLS DR,WACO,TX,76710,31.52814,-97.172361,4081,,,4817,PETE SESSIONS,ACTIVE,BUILDING
TX2380,IMMIGRATION AND NATURALIZATION,N/A,LEASED,7,1717 ZOY STREET,HARLINGEN,TX,78552,26.1939727,-97.777655,91074,,,4834,VICENTE GONZALEZ,ACTIVE,BUILDING
TX2392,BORDEN BUILDING TX2392,N/A,LEASED,7,4241 PIEDRAS DR E,SAN ANTONIO,TX,78228,29.4867368,-98.568238,12858,,,4820,JOAQUIN CASTRO,ACTIVE,BUILDING
TX2395,WAREHOUSE/ERT,N/A,LEASED,7,660 S MESA HILLS DR,EL PASO,TX,79912,31.8165231,-106.54241,28500,,,4816,VERONICA ESCOBAR,ACTIVE,BUILDING
TX2396,LATANA SQUARE,N/A,LEASED,7,2209 N PADRE ISLAND DR SUITE L,CORPUS CHRISTI,TX,78408,27.80182,-97.469201,3650,,,4827,MICHAEL CLOUD,ACTIVE,BUILDING
TX2398,UNIVERSITY HEIGHTS BUSINESS PK,N/A,LEASED,7,5563 DE ZAVALA RD,SAN ANTONIO,TX,78249,29.563641,-98.597817,20950,,,4820,JOAQUIN CASTRO,ACTIVE,BUILDING
TX2407,3900 KARINA LANE,N/A,LEASED,7,3900 KARINA LN,DENTON,TX,76208,33.19985,-97.087671,83481,,,4813,RONNY JACKSON,ACTIVE,BUILDING
TX2410,5414 ALDINE MAIL ROUTE ROAD,N/A,LEASED,7,5414 ALDINE MAIL ROUTE RD,HOUSTON,TX,77039,29.90176,-95.309891,21019,,,4818,CHRISTIAN D. MENEFEE,ACTIVE,BUILDING
TX2412,8989 LAKES AT 610 DRIVE,N/A,LEASED,7,"8989 LAKES AT 610 DR HOUSTON, TX",HOUSTON,TX,77054,29.67377,-95.418931,19864,,,4809,AL GREEN,ACTIVE,BUILDING
TX2415,10160 TECHNOLOGY BLVD EAST,N/A,LEASED,7,10160 TECHNOLOGY BLVD E,DALLAS,TX,75220,32.8590272,-96.894123,71827,,,4806,JAKE ELLZEY,ACTIVE,BUILDING
TX2416,10150 TECHNOLOGY BLVD EAST,N/A,LEASED,7,10150 TECHNOLOGY BLVD E,DALLAS,TX,75220,32.85504,-96.893253,49723,,,4806,JAKE ELLZEY,ACTIVE,BUILDING
TX2418,2201 COLORADO BLVD,N/A,LEASED,7,2201 COLORADO BLVD,DENTON,TX,76205,33.1947821,-97.107089,9513,,,4813,RONNY JACKSON,ACTIVE,BUILDING
TX2422,J. GORDON SHANKLIN BLDG,N/A,LEASED,7,1 JUSTICE WAY,DALLAS,TX,75220,32.8551648,-96.888339,227047,,,4806,JAKE ELLZEY,ACTIVE,BUILDING
TX2423,1201 N MCCOLL,N/A,LEASED,7,1201 N MCCOLL RD,MCALLEN,TX,78501,26.2102694,-98.211376,79335,,,4815,MONICA DE LA CRUZ,ACTIVE,BUILDING
TX2424,2717 TERRELL ROAD,N/A,LEASED,7,2717 TERRELL RD,GREENVILLE,TX,75402,33.10562,-96.108621,18926,9936.15,,4803,KEITH SELF,ACTIVE,BUILDING
TX2430,FIRST NATIONAL BANK OF ABILENE,N/A,LEASED,7,400 PINE ST,ABILENE,TX,79601,32.4531,-99.733051,4807,,,4819,JODEY C. ARRINGTON,ACTIVE,BUILDING
TX2437,SOUTH TECH BUSINESS CENTER,N/A,LEASED,7,2101 E SAINT ELMO RD,AUSTIN,TX,78744,30.20958,-97.746911,42504,,,4835,GREG CASAR,ACTIVE,BUILDING
TX2443,STATE DEPT WAREHOUSE TX2443,N/A,LEASED,7,225 S VERMILLION AVE,BROWNSVILLE,TX,78521,25.9131777,-97.416559,28000,,,4834,VICENTE GONZALEZ,ACTIVE,BUILDING
TX2444,THE ENTERPRISE,N/A,LEASED,7,500 CHESTNUT ST,ABILENE,TX,79602,32.444334,-99.734612,7975.53,1330.52,,4819,JODEY C. ARRINGTON,ACTIVE,BUILDING
TX2445,ONE INTERNATIONAL CENTRE,N/A,LEASED,7,100 NE LOOP 410,SAN ANTONIO,TX,78216,29.5199,-98.482991,18345,,,4820,JOAQUIN CASTRO,ACTIVE,BUILDING
TX2449,1735 COFFEEPORT ROAD,N/A,LEASED,7,1735 COFFEEPORT RD,BROWNSVILLE,TX,78521,25.95001,-97.492171,16573,16582.64,,4834,VICENTE GONZALEZ,ACTIVE,BUILDING
TX2453,WESTERN BUILDING II,N/A,LEASED,7,6000 WESTERN PL,FORT WORTH,TX,76107,32.734994,-97.414376,8165,,,4812,CRAIG A. GOLDMAN,ACTIVE,BUILDING
TX2458,BLOSSOM BUSINESS PARK II,N/A,LEASED,7,11983 STARCREST DR,SAN ANTONIO,TX,78247,29.5490695,-98.463213,5940,,,4821,CHIP ROY,ACTIVE,BUILDING
TX2465,409 MILL RUN,N/A,LEASED,7,409 MILL RUN,KERRVILLE,TX,78028,30.0748473,-99.19641,4915,,,4821,CHIP ROY,ACTIVE,BUILDING
TX2468,MARLANDWOOD CENTRAL,N/A,LEASED,7,1005 MARLANDWOOD RD,TEMPLE,TX,76502,31.061817,-97.364741,1362,,,4831,JOHN R. CARTER,ACTIVE,BUILDING
TX2469,406 SOUTH TEXAS,N/A,LEASED,7,406 S TEXAS DR,EAGLE PASS,TX,78852,28.705671,-100.48148,8086,,,4823,,ACTIVE,BUILDING
TX2470,BANK OF THE HILLS SUBDIVISION,N/A,LEASED,7,1060 GUADALUPE STREET,KERRVILLE,TX,78028,30.056472,-99.165864,7580,,,4821,CHIP ROY,ACTIVE,BUILDING
TX2471,2300 DUNSON DRIVE,N/A,LEASED,7,2300 DUNSON DR,BALCH SPRINGS,TX,75180,32.73881,-96.611041,16238,,,4832,JULIE JOHNSON,ACTIVE,BUILDING
TX2473,5509 SOUTH DONNYBROOK AVENUE,N/A,LEASED,7,5509 SOUTH DONNYBROOK AVENUE,TYLER,TX,75703,32.2411545,-95.328136,16480,,,4801,NATHANIEL MORAN,ACTIVE,BUILDING
TX2474,510 AIRLINE DRIVE,N/A,LEASED,7,510 AIRLINE DR,COPPELL,TX,75019,32.944572,-97.006716,26655,,,4824,BETH VAN DUYNE,ACTIVE,BUILDING
TX2475,NORTHRIDGE TECH CENTER,N/A,LEASED,7,2010 N STATE HIGHWAY 360,GRAND PRAIRIE,TX,75050,32.7825704,-97.059671,24055,,,4833,MARC A. VEASEY,ACTIVE,BUILDING
TX2477,LOVE FIELD AIRPORT MAIN TERMINAL,N/A,LEASED,7,LOVE FIELD AIRPORT MAIN TERMINAL 8008 CEDAR SPRINGS ROAD,DALLAS,TX,75235,32.8316636,-96.848164,9392,,,4833,MARC A. VEASEY,ACTIVE,BUILDING
TX2478,215 CALLE DEL NORTE,N/A,LEASED,7,215 CALLE DEL NORTE,LAREDO,TX,78041,27.554859,-99.492647,13128,,,4828,HENRY CUELLAR,ACTIVE,BUILDING
TX2481,EDISON PLAZA,N/A,LEASED,7,350 PINE ST,BEAUMONT,TX,77701,30.08526,-94.097681,4819,,,4814,RANDY K. WEBER SR.,ACTIVE,BUILDING
TX2482,INTRNATL AIR CARGO FACILITY N,N/A,LEASED,7,1639 WEST 23RD STREET,GRAPEVINE,TX,75261,32.8915546,-97.0397,3023,,,4824,BETH VAN DUYNE,ACTIVE,BUILDING
TX2483,RENAISSANCE PLAZA TX2483,N/A,LEASED,7,70 NE LOOP 410,SAN ANTONIO,TX,78216,29.51881,-98.488791,10358,,,4820,JOAQUIN CASTRO,ACTIVE,BUILDING
